Reference_genome	Ecaballus_chromosome	Ecaballus_start	Ecaballus_end	Sscrofa_chromosome	Sscrofa_start	Sscrofa_end	Sign	Target_genome	HSB	Comments
nominal	nominal	int	int	nominal	int	int	int	nominal	int	nominal
Ecaballus	X	734575	993292	X	125485218	125801385		Sscrofa	1
Ecaballus	X	2814668	48813138	X	2289528	52328700	+	Sscrofa	2
Ecaballus	X	50624264	50822330	X	123890666	124178404		Sscrofa	3
Ecaballus	X	50890827	123991208	X	54576553	123824544	+	Sscrofa	4
Ecaballus	1	11193	29119588	14	116767429	148506987	-	Sscrofa	5
Ecaballus	1	29302272	29367027	4	60650689	60701219		Sscrofa	6
Ecaballus	1	29436588	48147478	14	96859049	116346795	-	Sscrofa	7
Ecaballus	1	48329593	66711043	14	64174382	85399225	+	Sscrofa	8
Ecaballus	1	67204849	68491490	14	62006500	63040302		Sscrofa	9
Ecaballus	1	69318240	70500103	14	95388222	96813284		Sscrofa	10
Ecaballus	1	70798307	71642584	14	63277635	64030042		Sscrofa	11
Ecaballus	1	73846421	80235543	14	54709891	61952789	+	Sscrofa	12
Ecaballus	1	80447619	89000284	14	85508342	94875780	-	Sscrofa	13
Ecaballus	1	89184617	92080244	7	55310116	58423465	+	Sscrofa	14
Ecaballus	1	92281818	92367828	7	136216218	136287618		Sscrofa	15
Ecaballus	1	92631964	94381944	7	58750347	61395361	+	Sscrofa	16
Ecaballus	1	94559228	96713455	1	200299368	202420022		Sscrofa	17
Ecaballus	1	97104721	99218278	7	93862094	96352364	+	Sscrofa	18
Ecaballus	1	100249059	103572903	7	89915744	93013829	-	Sscrofa	19
Ecaballus	1	103984067	106400712	1	144820743	147575706	+	Sscrofa	20
Ecaballus	1	106407035	106835871	1	291862814	292356715		Sscrofa	21
Ecaballus	1	107154600	112383770	1	148288481	153065870	-	Sscrofa	22
Ecaballus	1	113346147	113881458	15	53257004	53635748		Sscrofa	23
Ecaballus	1	114393790	116252509	7	53390427	55093313		Sscrofa	24
Ecaballus	1	116473751	121151768	7	61421723	66443384	+	Sscrofa	25
Ecaballus	1	121236682	127296062	1	170113229	177331065	-	Sscrofa	26
Ecaballus	1	127318414	153718301	1	110126651	144828631	+	Sscrofa	27
Ecaballus	1	153740388	155772535	7	85260616	89267278	-	Sscrofa	28
Ecaballus	1	156062247	156878926	7	134915935	135288605		Sscrofa	29
Ecaballus	1	157020375	175026588	7	66480361	85098897	-	Sscrofa	30
Ecaballus	1	175046634	185712596	1	177600571	190221736	+	Sscrofa	31
Ecaballus	2	376528	17735448	6	107855469	122186147	+	Sscrofa	32
Ecaballus	2	17882817	21931924	6	62107281	66073853	-	Sscrofa	33
Ecaballus	2	22421662	27806506	6	58831815	62047903	+	Sscrofa	34
Ecaballus	2	27855033	48447056	6	42772991	58600128	-	Sscrofa	35
Ecaballus	2	49071366	66634089	14	3826422	20994694	+	Sscrofa	36
Ecaballus	2	68722155	78675018	8	36751146	45313561	+	Sscrofa	37
Ecaballus	2	78786496	120689707	8	63494130	100920219	+	Sscrofa	38
Ecaballus	3	31468	36364469	6	7174	25574749	-	Sscrofa	39
Ecaballus	3	36890817	57602348	8	101017533	119633051	+	Sscrofa	40
Ecaballus	3	57929422	64415583	8	57214510	63390475	-	Sscrofa	41
Ecaballus	3	64683856	64970471	8	119735253	119979593		Sscrofa	42
Ecaballus	3	66673987	77233691	8	46708001	56845576	-	Sscrofa	43
Ecaballus	3	77272872	119345923	8	40326	36384530	-	Sscrofa	44
Ecaballus	4	456635	8521198	9	92893449	101322519	+	Sscrofa	45
Ecaballus	4	10131235	17635179	18	47352624	54034434	-	Sscrofa	46
Ecaballus	4	19717223	24380086	9	127901957	130860568		Sscrofa	47
Ecaballus	4	26403581	32101277	9	86284105	92247184	-	Sscrofa	48
Ecaballus	4	32213978	55078129	9	63795434	86211167	+	Sscrofa	49
Ecaballus	4	55255513	96552199	18	5698352	47313597	-	Sscrofa	50
Ecaballus	4	97388680	101167013	9	101713876	106436368		Sscrofa	51
Ecaballus	4	101394331	101454771	18	54199828	54265005		Sscrofa	52
Ecaballus	4	101957689	107557290	18	645622	5469456	-	Sscrofa	53
Ecaballus	5	74951	1973994	9	61763548	63306608		Sscrofa	54
Ecaballus	5	2405335	3287452	9	131011439	132230912		Sscrofa	55
Ecaballus	5	3508131	6986321	4	83493350	87563286	-	Sscrofa	56
Ecaballus	5	7290194	7443022	9	61473745	61649678		Sscrofa	57
Ecaballus	5	7668479	13967786	9	107078630	113591590	+	Sscrofa	58
Ecaballus	5	14656759	15921492	13	77947418	78944518		Sscrofa	59
Ecaballus	5	17002978	30190325	9	113621111	127118367	+	Sscrofa	60
Ecaballus	5	30509359	30680148	9	63407760	63521667		Sscrofa	61
Ecaballus	5	31248903	78780546	4	87673098	135834733	+	Sscrofa	62
Ecaballus	5	78791187	99659201	6	88815422	107576824	+	Sscrofa	63
Ecaballus	6	373422	26897063	15	105467444	134540514	+	Sscrofa	64
Ecaballus	6	27098455	57689226	5	39810934	66016098	-	Sscrofa	65
Ecaballus	6	57972112	66372753	5	66203055	74397429	+	Sscrofa	66
Ecaballus	6	66570024	72887469	5	13278670	19888857	+	Sscrofa	67
Ecaballus	6	73431299	84639762	5	20004544	32898060	+	Sscrofa	68
Ecaballus	7	11235	5594556	2	46234083	51668630	+	Sscrofa	69
Ecaballus	7	5636234	42696432	9	26891668	59384534	+	Sscrofa	70
Ecaballus	7	44515932	45734894	2	55616442	57317029		Sscrofa	71
Ecaballus	7	48792363	51857719	2	52188216	55259439	+	Sscrofa	72
Ecaballus	7	52541631	52969170	2	51678226	51896125		Sscrofa	73
Ecaballus	7	52977371	78597442	9	19098	26863131	-	Sscrofa	74
Ecaballus	7	78797719	98489601	2	26215319	45957198	-	Sscrofa	75
Ecaballus	8	118113	14058216	14	40150998	51935107	-	Sscrofa	76
Ecaballus	8	14126827	20423942	14	33038433	39951363	+	Sscrofa	77
Ecaballus	8	20476967	30072932	14	22046048	32941626	-	Sscrofa	78
Ecaballus	8	30506316	37762624	6	66196526	69568435	-	Sscrofa	79
Ecaballus	8	38383736	44062898	6	70501557	73863664	-	Sscrofa	80
Ecaballus	8	45665471	57380926	6	74282503	84175094	+	Sscrofa	81
Ecaballus	8	63830530	65572108	1	98347915	100300411		Sscrofa	82
Ecaballus	8	65916080	66029202	1	290525697	290609836		Sscrofa	83
Ecaballus	8	66589247	74970726	1	100899228	110074140	+	Sscrofa	84
Ecaballus	8	74999509	93314181	1	153492030	170093696	-	Sscrofa	85
Ecaballus	8	93667277	94014320	1	290810029	291092499		Sscrofa	86
Ecaballus	9	942312	36068481	4	50225464	83188958	+	Sscrofa	87
Ecaballus	9	36823578	80268232	4	1451764	47976943	-	Sscrofa	88
Ecaballus	9	81833776	82225432	4	135892287	136203031		Sscrofa	89
Ecaballus	9	82554425	83486351	4	131960	852016		Sscrofa	90
Ecaballus	10	1409750	10021371	6	26928394	32970887	+	Sscrofa	91
Ecaballus	10	10197830	10280420	14	138603427	138723410		Sscrofa	92
Ecaballus	10	10704864	21645440	6	33533100	39732278	+	Sscrofa	93
Ecaballus	10	22561095	22662066	1	289962386	290023072		Sscrofa	94
Ecaballus	10	22935634	28177463	6	40221171	42747604	+	Sscrofa	95
Ecaballus	10	26664647	27977598	6	122241682	123183998		Sscrofa	96
Ecaballus	10	28320535	37565375	1	86623363	97642560	-	Sscrofa	97
Ecaballus	10	37726493	65087368	1	55569914	86283333	+	Sscrofa	98
Ecaballus	10	65254936	83920170	1	26816114	46957178	-	Sscrofa	99
Ecaballus	11	125713	23160563	12	16293	21174151	+	Sscrofa	100
Ecaballus	11	23478525	23672091	12	57185825	57315983		Sscrofa	101
Ecaballus	11	23784279	60550896	12	21306343	57008689	+	Sscrofa	102
Ecaballus	12	26183	12080461	2	12845182	26048157	-	Sscrofa	103
Ecaballus	12	12568316	12580286	1	293066842	293954784		Sscrofa	104
Ecaballus	12	13366206	15951780	2	137035587	139278291		Sscrofa	105
Ecaballus	12	15396948	32092070	2	43742	12325973	-	Sscrofa	106
Ecaballus	12	32984076	33091003	2	139823526	139912497		Sscrofa	107
