# taxid	chr	startpos	endpos		taxid	chr	startpos	endpos
# Dog(ref) vs Human(tar)
9615	30	5325905	5211830	9606	15	32907691	33026870
9615	30	4169498	3737562	9606	15	34158428	34659395
9615	30	5467742	6131904	9606	15	35044679	35838404
9615	30	7117675	7616641	9606	15	36871812	37393500
9615	30	8319529	8855765	9606	15	38227457	38857007
9615	30	9758772	14996100	9606	15	39873280	45983479
9615	30	17035177	21415820	9606	15	48010686	53082209
9615	30	22112972	24907965	9606	15	53805938	57025787
9615	30	25604583	28358590	9606	15	57730183	61521502
9615	30	29596082	37736116	9606	15	62144588	71342436
9615	30	38376905	41509948	9606	15	72102894	76020027
9615	30	43185942	41718359	9606	15	76135622	77924709
9615	5	59152701	61367138	9606	1	861121	3816857
9615	5	62820170	63524630	9606	1	5922870	6761966
9615	5	64320604	66509469	9606	1	6845384	10441661
9615	5	59067645	57089825	9606	1	53308183	55681039
9615	5	56009954	55313862	9606	1	56960433	58716211
9615	5	54218006	52818743	9606	1	58946391	60539442
9615	5	51857479	46172035	9606	1	61542946	67896123
9615	5	33016983	30985143	9606	11	101322295	103909922
9615	5	30186324	23915146	9606	11	104756666	112104696
9615	5	22969227	21113911	9606	11	112831995	115375241
9615	5	19826264	15502667	9606	11	116618886	121504471
9615	5	14540356	10988011	9606	11	122526398	126870766
9615	5	9188053	7048242	9606	11	128328656	130786382
9615	5	4361171	3751471	9606	11	133710517	134246218
9615	5	89805715	89465252	9606	16	61687235	62070036
9615	5	87129076	87044711	9606	16	64980683	65155919
9615	5	85871454	82813897	9606	16	66400525	69975643
9615	5	79291445	81616902	9606	16	70284134	73092534
9615	5	79274327	75970531	9606	16	74442529	79246564
9615	5	74184926	72893448	9606	16	80574854	82203829
9615	5	72123377	69283797	9606	16	82660578	86615304
9615	5	68757899	66587318	9606	16	87336420	90111379
9615	5	33129874	33576297	9606	17	3907739	4511614
9615	5	34887458	33594357	9606	17	4534214	6735060
9615	5	35022697	37984335	9606	17	6899384	10614875
9615	5	38723916	41062993	9606	17	11501748	14249492
9615	5	41806646	42276712	9606	17	15133096	15624101
9615	5	42908791	42294650	9606	17	15848231	16557167
9615	5	45483150	42940798	9606	17	16842398	20218068
9615	5	45497256	45866712	9606	17	20902906	21323179
9615	2	88392195	86634326	9606	1	10459085	12788726
9615	2	86550659	86451131	9606	1	13801445	13944452
9615	2	85350203	74176895	9606	1	14925213	29653325
9615	2	73131868	70828895	9606	1	31184124	33961995
9615	2	37420138	36601410	9606	10	180424	1779718
9615	2	35124325	34493799	9606	10	3109752	3827473
9615	2	33386897	30912819	9606	10	5406976	8117164
9615	2	28005263	21280092	9606	10	11047259	18966940
9615	2	15919141	11377256	9606	10	20105372	25315593
9615	2	10568361	9832735	9606	10	26223002	27150016
9615	2	9676353	9812973	9606	10	27399383	27531068
9615	2	9048472	8834319	9606	10	27793249	28034778
9615	2	21205012	19805715	9606	10	28101097	29600158
9615	2	18892979	19629620	9606	10	29746277	30750761
9615	2	18770422	17454580	9606	10	31133563	32636113
9615	2	7177380	6417774	9606	10	32735041	33623833
9615	2	5788177	4388180	9606	10	34398488	35860848
9615	2	70720840	67130016	9606	16	47115442	51185183
9615	2	65411557	60840274	9606	16	53088945	58768246
9615	2	45339359	47381829	9606	5	54398474	56778636
9615	2	48225083	49264952	9606	5	57749809	59783925
9615	2	50161112	50929323	9606	5	59892739	60841999
9615	2	51510228	51801370	9606	5	61601989	61924416
9615	2	52876052	55531345	9606	5	63256278	66492617
9615	2	57078531	57330541	9606	5	68389818	68737890
9615	2	57509747	57426931	9606	5	70220768	70363497
9615	2	57527466	59264068	9606	5	70751442	72877794
9615	2	60050817	60233254	9606	5	73923234	74162615
